status,category,region,number_of_employees,company_age,number_of_funding_rounds,total_funding_usd,number_of_business_milestones,relationships
acquired,software,Americas,NA,12,0,0,NA,1
acquired,software,Europe,51,8,0,1787736,1,2
ipo,NA,Americas,NA,NA,2,24750134,1,11
acquired,NA,NA,NA,NA,0,0,NA,1
closed,advertising,Asia,NA,NA,2,3959862,2,2
acquired,advertising,Americas,NA,7,1,3787251,NA,5
closed,hardware,Americas,NA,10,2,12120202,NA,3
acquired,software,Americas,NA,7,2,3908418,NA,1
acquired,software,Americas,10,5,1,1980128,1,3
closed,biotech,Europe,NA,NA,1,0,NA,1
acquired,mobile,Americas,4,4,5,4753093,3,5
acquired,NA,NA,NA,NA,0,0,1,1
acquired,software,Americas,NA,NA,0,0,NA,NA
closed,software,Americas,NA,NA,1,1030411,2,5
acquired,NA,NA,NA,NA,0,0,NA,1
acquired,NA,NA,NA,NA,0,0,NA,0
acquired,mobile,Americas,NA,4,4,5749115,3,3
ipo,software,Americas,NA,27,2,4185349,2,4
acquired,biotech,Americas,NA,13,2,49499791,1,5
acquired,mobile,Americas,NA,NA,0,0,NA,NA
acquired,biotech,Americas,NA,NA,0,0,NA,NA
ipo,hardware,Europe,NA,72,0,0,2,11
acquired,NA,NA,NA,NA,0,0,3,1
closed,mobile,NA,3,4,0,0,1,3
closed,mobile,Americas,NA,NA,2,21605298,NA,NA
acquired,web,NA,NA,NA,0,0,NA,4
closed,software,Americas,NA,6,1,666645,NA,NA
acquired,web,Europe,NA,NA,1,5572729,1,NA
closed,advertising,Americas,NA,NA,1,4534338,2,1
acquired,other,NA,NA,NA,0,0,NA,NA
acquired,software,NA,NA,17,0,0,NA,NA
acquired,other,Americas,NA,NA,0,0,1,1
acquired,enterprise,Americas,9,4,2,1385975,2,4
closed,other,Americas,NA,NA,1,202011,NA,NA
acquired,other,Europe,NA,NA,0,0,NA,NA
acquired,education,Americas,NA,3,0,0,NA,2
ipo,semiconductor,Asia,NA,17,0,0,1,NA
acquired,NA,NA,NA,NA,0,0,NA,1
closed,enterprise,Americas,1,5,0,24746,NA,1
closed,software,Americas,NA,NA,1,722771,NA,1
acquired,advertising,Americas,17,5,1,0,1,10
acquired,NA,NA,NA,NA,0,0,0,1
closed,software,Asia,NA,14,1,10100388,NA,NA
closed,public_relations,NA,3,3,0,0,2,NA
ipo,finance,Americas,NA,18,2,14140691,1,7
closed,consulting,Americas,NA,7,1,171666,1,1
closed,hardware,Americas,NA,4,1,101027,NA,NA
closed,messaging,Americas,3,4,1,504945,1,2
acquired,games_video,Americas,NA,5,0,0,1,2
acquired,health,Americas,NA,8,1,4653022,2,4
acquired,education,Americas,4,5,3,828235,3,3
closed,hardware,Americas,NA,4,1,60608,NA,1
closed,games_video,Americas,NA,7,2,37881,NA,NA
closed,hardware,Europe,NA,NA,1,0,NA,NA
closed,semiconductor,Asia,NA,5,1,0,NA,NA
acquired,ecommerce,Americas,45,13,0,0,NA,NA
acquired,games_video,NA,NA,5,1,0,NA,NA
acquired,network_hosting,Americas,NA,NA,0,0,NA,3
acquired,other,Americas,NA,NA,0,0,NA,1
acquired,biotech,Americas,NA,NA,0,0,1,3
acquired,NA,Europe,NA,NA,0,0,NA,NA
acquired,network_hosting,Europe,NA,NA,0,0,NA,NA
closed,news,NA,4,4,0,0,NA,NA
acquired,semiconductor,Americas,NA,NA,0,0,1,5
acquired,ecommerce,Americas,99,NA,4,51560912,2,23
acquired,games_video,Americas,18,4,0,0,NA,NA
closed,ecommerce,Americas,4,13,1,101025,1,3
acquired,NA,Europe,NA,NA,0,0,NA,NA
acquired,other,NA,NA,NA,0,0,NA,1
closed,software,Americas,NA,NA,1,0,NA,2
acquired,mobile,Europe,30,11,1,14850076,1,7
acquired,hardware,Americas,NA,NA,0,0,1,1
closed,mobile,Americas,2,4,1,116184,1,2
closed,hardware,Asia,NA,15,2,0,NA,NA
closed,web,NA,5,6,0,0,1,3
acquired,software,Europe,458,11,0,0,4,6
acquired,mobile,Americas,NA,15,0,7424817,1,1
acquired,mobile,Americas,1382,15,0,0,2,7
acquired,network_hosting,Americas,244,NA,0,0,2,8
acquired,web,Americas,NA,4,0,0,NA,NA
closed,messaging,Americas,6,5,2,49457,1,1
closed,web,Americas,7,4,4,3938877,2,7
ipo,biotech,Americas,NA,NA,0,0,2,30
acquired,biotech,Americas,NA,15,0,0,0,3
acquired,network_hosting,Americas,NA,12,0,0,NA,NA
closed,web,Europe,NA,5,1,128990,NA,1
acquired,web,Americas,NA,13,1,0,2,5
acquired,enterprise,Americas,NA,6,1,10890305,2,12
acquired,enterprise,Americas,NA,4,3,31814985,1,20
closed,ecommerce,Oceania,2,4,0,0,2,2
acquired,software,Asia,NA,16,1,59399562,NA,2
acquired,mobile,Americas,NA,14,0,49500176,2,1
ipo,consulting,Asia,NA,12,1,45450088,1,1
acquired,software,Americas,NA,29,1,42419149,NA,NA
closed,web,Europe,NA,NA,1,0,2,2
acquired,other,NA,1,3,0,0,1,NA
acquired,semiconductor,Europe,NA,11,1,37128002,NA,NA
acquired,software,Americas,299,17,1,29699582,2,2
acquired,semiconductor,Europe,NA,13,2,57932327,1,2
closed,ecommerce,NA,8,4,1,230759,1,6
acquired,NA,NA,NA,NA,0,0,1,15
closed,education,NA,0,3,1,12110,1,2
acquired,web,NA,NA,9,0,0,NA,NA
acquired,public_relations,Americas,NA,12,1,6545070,1,6
acquired,software,Americas,NA,NA,0,0,1,1
closed,NA,NA,NA,NA,3,57419259,1,2
acquired,software,Americas,1677,39,0,0,3,4
acquired,education,Americas,NA,8,2,3475456,2,3
closed,security,Americas,NA,15,3,52520654,1,1
acquired,mobile,NA,NA,NA,0,0,NA,1
ipo,mobile,Americas,NA,NA,1,2525130,NA,NA
acquired,advertising,Americas,17,3,1,0,1,5
acquired,web,Oceania,3,5,1,0,1,3
acquired,semiconductor,Americas,NA,5,1,3960076,1,5
acquired,enterprise,Americas,NA,NA,0,0,NA,NA
ipo,biotech,Americas,NA,13,1,8585106,1,3
acquired,cleantech,Europe,NA,NA,0,0,NA,NA
acquired,other,Americas,NA,7,0,0,NA,2
closed,network_hosting,Americas,25,9,1,2475025,2,NA
closed,web,NA,2,4,1,26299,1,1
closed,mobile,NA,NA,NA,1,1583852,NA,NA
acquired,other,Americas,NA,10,0,0,NA,NA
ipo,hardware,Americas,NA,53,0,0,NA,2
acquired,public_relations,Americas,NA,11,1,21285355,NA,1
closed,hardware,Americas,NA,17,1,19799582,NA,1
acquired,software,Asia,NA,16,1,20199100,1,1
acquired,semiconductor,Americas,NA,17,2,28784397,NA,2
closed,semiconductor,Americas,7,8,1,742479,1,1
closed,advertising,Americas,10,5,1,989951,1,8
acquired,web,NA,NA,NA,1,0,1,2
ipo,cleantech,Americas,NA,48,0,0,2,4
acquired,software,Americas,NA,NA,0,0,1,2
acquired,other,NA,NA,NA,0,0,NA,NA
ipo,biotech,Americas,NA,40,1,11279660,1,3
acquired,biotech,Americas,NA,NA,0,0,NA,2
acquired,mobile,Asia,NA,NA,0,0,NA,NA
acquired,NA,Americas,NA,NA,1,10100436,NA,NA
closed,semiconductor,Americas,NA,17,1,17820810,NA,NA
acquired,ecommerce,Americas,NA,3,1,0,2,1
acquired,public_relations,Americas,NA,11,0,0,1,1
acquired,games_video,NA,NA,NA,0,0,NA,NA
acquired,consulting,Americas,NA,NA,0,0,NA,NA
acquired,web,Americas,NA,NA,0,0,NA,NA
acquired,games_video,NA,NA,16,1,0,1,NA
acquired,software,Americas,NA,18,1,16829620,1,1
closed,web,Americas,NA,6,2,6827582,3,6
closed,other,Americas,NA,10,4,3296383,1,3
acquired,enterprise,Americas,NA,13,4,27373279,1,2
acquired,semiconductor,Asia,200,7,3,71280202,1,8
closed,games_video,Europe,NA,11,1,15432960,NA,NA
closed,software,Americas,NA,10,2,18809882,1,2
acquired,web,Americas,NA,4,2,0,2,5
acquired,web,Americas,7,3,1,1111080,1,8
acquired,software,Americas,NA,NA,0,0,NA,1
acquired,health,Americas,NA,NA,1,5050125,NA,2
acquired,other,NA,NA,NA,0,0,NA,NA
acquired,cleantech,Americas,25,5,4,70686862,3,6
closed,semiconductor,Americas,NA,10,1,14850240,NA,NA
acquired,ecommerce,NA,NA,NA,0,0,NA,NA
acquired,software,Americas,NA,14,1,14849819,NA,5
acquired,software,Europe,NA,11,2,28927745,1,2
acquired,NA,NA,NA,17,0,0,1,5
closed,software,Europe,NA,8,3,18809789,2,NA
acquired,software,Americas,NA,11,0,14141158,NA,NA
acquired,enterprise,Asia,2,NA,0,0,1,NA
acquired,software,Americas,NA,NA,0,0,NA,NA
acquired,other,Americas,NA,24,0,0,NA,NA
acquired,software,Asia,NA,16,1,14139914,1,NA
closed,advertising,NA,8,4,1,14832,NA,1
ipo,software,Americas,5980,27,0,0,0,68
acquired,public_relations,NA,66,NA,0,0,NA,2
acquired,web,Americas,NA,NA,1,747359,2,5
ipo,biotech,Americas,NA,10,1,31814938,2,7
acquired,other,Americas,NA,28,0,0,NA,NA
acquired,software,Americas,NA,NA,0,0,NA,1
acquired,advertising,NA,NA,NA,0,0,NA,NA
acquired,other,Americas,NA,NA,0,0,1,2
closed,mobile,Americas,NA,9,2,11879818,NA,NA
closed,fashion,Europe,NA,3,1,0,1,14
acquired,mobile,Americas,NA,8,0,0,1,8
acquired,software,Americas,NA,20,1,12120270,NA,NA
acquired,other,NA,10,NA,0,0,NA,NA
closed,network_hosting,Americas,NA,4,1,3563848,NA,NA
acquired,games_video,Europe,NA,NA,0,0,NA,1
closed,web,Americas,NA,8,1,2827998,2,6
acquired,cleantech,Americas,NA,5,3,25755348,2,5
closed,games_video,Americas,11,4,5,3887955,2,11
acquired,web,Americas,NA,8,1,1979830,1,4
ipo,biotech,Americas,NA,NA,0,0,2,11
acquired,biotech,Americas,NA,NA,2,78477963,NA,7
closed,hardware,Americas,NA,NA,1,5046669,NA,NA
acquired,network_hosting,Americas,NA,6,2,1930468,NA,NA
acquired,software,Americas,NA,NA,1,3762008,NA,2
closed,cleantech,Americas,NA,5,0,1618539,NA,2
closed,finance,Americas,NA,4,6,7300627,1,NA
acquired,software,Americas,NA,11,1,11110203,NA,NA
closed,mobile,Europe,6,5,1,0,NA,NA
ipo,hardware,Americas,NA,NA,0,0,1,2
closed,other,Americas,NA,12,1,10256486,1,3
acquired,search,NA,37,4,0,0,NA,2
closed,ecommerce,Europe,25,4,1,505041,1,1
acquired,software,Americas,NA,11,3,40399899,1,5
closed,software,Americas,NA,10,2,14850117,1,2
acquired,software,Europe,NA,16,0,0,NA,NA
acquired,analytics,Europe,7,7,1,2055947,2,6
closed,web,NA,NA,4,1,11884,NA,1
acquired,mobile,Americas,36,11,1,0,1,8
acquired,software,Americas,4,3,1,0,3,6
acquired,ecommerce,Americas,NA,NA,0,0,1,NA
acquired,games_video,NA,NA,NA,0,0,NA,2
acquired,software,Europe,NA,12,0,0,2,2
closed,web,Europe,5,4,1,405537,1,2
acquired,advertising,Americas,NA,20,0,0,NA,1
acquired,NA,Europe,151,8,1,4950142,1,4
closed,web,Europe,11,5,2,1084314,2,2
acquired,NA,NA,NA,7,0,0,1,2
closed,semiconductor,Americas,NA,10,3,27269850,NA,NA
closed,software,NA,1,NA,0,0,2,NA
acquired,NA,Americas,NA,8,1,4039951,NA,NA
acquired,mobile,Americas,NA,NA,1,3960075,NA,NA
closed,finance,Americas,NA,6,1,396008,NA,1
acquired,web,Americas,5,4,0,0,1,4
acquired,NA,NA,NA,NA,0,0,1,6
acquired,software,Americas,NA,NA,0,0,NA,NA
acquired,public_relations,Americas,NA,16,1,95287434,NA,NA
closed,NA,NA,NA,7,1,118851,NA,1
ipo,manufacturing,Asia,NA,NA,1,79198902,3,NA
closed,software,NA,7,5,0,0,1,1
closed,web,Americas,NA,NA,1,247478,1,3
ipo,hardware,Americas,NA,NA,3,51654518,1,7
acquired,biotech,Europe,NA,NA,0,0,1,3
ipo,biotech,Americas,NA,NA,0,0,2,26
acquired,advertising,Americas,NA,NA,0,0,1,4
acquired,games_video,NA,NA,NA,0,0,NA,NA
closed,security,Americas,NA,6,1,780873,NA,1
acquired,network_hosting,Europe,NA,14,2,40399850,2,9
closed,social,Asia,5,4,1,0,2,2
closed,web,Americas,5,9,1,0,1,1
acquired,mobile,Americas,NA,NA,1,27169043,1,7
acquired,ecommerce,Asia,40,3,1,0,3,2
closed,other,Americas,NA,10,1,8910711,NA,4
closed,NA,Europe,NA,NA,0,2590352,NA,NA
acquired,software,Americas,NA,12,1,9089793,2,6
closed,software,Americas,NA,15,1,17622706,NA,NA
acquired,software,Asia,NA,12,1,4950166,NA,NA
acquired,web,Americas,6,3,1,0,1,2
acquired,real_estate,Americas,NA,5,3,6627152,4,7
acquired,fashion,Americas,4,4,3,3712138,3,2
acquired,software,Europe,NA,NA,0,0,3,7
acquired,NA,Americas,NA,17,1,1772234,NA,NA
acquired,photo_video,Americas,12,3,4,56924862,3,12
closed,NA,Europe,NA,NA,1,1346452,NA,NA
acquired,web,Americas,6,4,1,131323,2,4
acquired,software,Americas,NA,10,2,15939311,NA,2
closed,NA,NA,NA,NA,1,890919,1,1
acquired,ecommerce,NA,12,2,0,0,1,1
acquired,software,NA,NA,NA,0,0,NA,NA
acquired,mobile,Asia,NA,NA,0,0,NA,NA
closed,ecommerce,Americas,NA,4,1,495048,2,2
closed,NA,Europe,NA,NA,1,702895,NA,NA
closed,software,Europe,NA,13,1,664544,NA,NA
acquired,software,Americas,NA,21,3,33956288,2,8
ipo,public_relations,Americas,NA,19,0,0,1,3
acquired,public_relations,Europe,NA,NA,0,0,NA,NA
acquired,advertising,Asia,10,4,1,1010002,2,1
closed,web,Americas,NA,3,2,697800,1,4
closed,web,Americas,4,4,2,1881022,2,7
closed,ecommerce,Asia,5,4,1,100996,NA,NA
closed,software,Americas,NA,NA,1,1514899,NA,NA
acquired,software,Americas,NA,14,2,8173582,1,1
closed,software,Americas,NA,14,1,8079764,1,2
closed,software,NA,2,4,0,0,NA,NA
closed,web,Americas,NA,9,1,34650173,2,3
acquired,ecommerce,Americas,61,6,3,3850501,NA,2
acquired,ecommerce,Americas,NA,NA,0,0,NA,2
closed,games_video,Europe,NA,5,0,0,1,1
acquired,biotech,Americas,NA,6,0,0,1,6
closed,NA,NA,NA,NA,0,0,1,1
acquired,manufacturing,Americas,NA,NA,1,989999,1,3
acquired,mobile,NA,NA,NA,0,0,1,NA
closed,biotech,Americas,NA,NA,1,55549832,1,1
ipo,biotech,Americas,NA,NA,7,279025473,1,4
acquired,biotech,Americas,NA,NA,2,39103634,NA,3
acquired,biotech,Americas,NA,15,3,62619700,NA,6
acquired,advertising,Americas,NA,NA,0,0,NA,NA
closed,NA,Americas,NA,11,2,57568976,NA,1
acquired,semiconductor,Americas,NA,7,3,15110234,NA,4
ipo,hardware,Americas,NA,7,0,0,2,5
acquired,biotech,Europe,NA,NA,3,70675677,1,1
acquired,consulting,Europe,NA,NA,0,0,NA,NA
acquired,consulting,Americas,NA,NA,0,0,NA,NA
acquired,software,Americas,NA,15,0,0,NA,2
closed,fashion,Africa,NA,NA,1,495038,NA,NA
acquired,games_video,NA,NA,NA,0,0,NA,NA
acquired,biotech,Americas,NA,10,2,33164018,3,3
acquired,software,Americas,NA,14,2,12434061,NA,NA
closed,other,Europe,202,3,1,101001219,1,2
closed,biotech,Americas,NA,11,2,19593388,NA,2
acquired,software,Americas,NA,10,1,7453873,NA,NA
acquired,web,Americas,10,4,0,0,NA,3
closed,software,Americas,NA,10,3,13534190,NA,5
acquired,software,Europe,NA,11,1,7058474,NA,NA
acquired,advertising,Americas,NA,5,1,287165,NA,NA
ipo,biotech,Americas,NA,22,4,132958470,2,15
acquired,biotech,Americas,NA,NA,1,15654529,NA,2
acquired,biotech,Americas,NA,NA,1,15840159,1,2
acquired,ecommerce,Asia,12,4,2,1009998,3,6
acquired,software,Americas,51,9,2,7686359,NA,1
closed,biotech,Americas,NA,NA,1,26235321,NA,0
closed,games_video,NA,10,4,1,0,1,3
closed,biotech,Oceania,NA,NA,3,22724842,NA,NA
acquired,medical,Americas,NA,8,3,27917957,NA,7
acquired,software,Americas,NA,10,3,10890042,1,4
closed,web,Americas,4,NA,1,50497,NA,NA
acquired,software,Americas,50,14,0,0,NA,2
acquired,network_hosting,Americas,NA,NA,3,48182848,NA,1
acquired,games_video,Americas,NA,4,2,10208739,2,5
closed,semiconductor,Americas,NA,10,1,7069657,NA,NA
closed,mobile,Americas,NA,10,2,10705543,1,2
closed,software,Americas,NA,13,1,13562592,1,2
closed,biotech,Americas,NA,17,1,7483989,NA,3
acquired,biotech,Europe,NA,NA,2,10584629,NA,NA
closed,biotech,Europe,NA,NA,1,20490407,1,1
closed,biotech,Europe,NA,NA,2,8696237,NA,NA
acquired,enterprise,Americas,NA,10,1,6434925,NA,NA
closed,software,Americas,NA,9,2,11929657,NA,NA
acquired,software,Americas,52,8,3,11879615,2,4
acquired,public_relations,Americas,NA,NA,0,0,1,3
ipo,other,Americas,NA,39,0,0,2,6
acquired,web,NA,NA,NA,0,0,NA,NA
acquired,web,NA,5,7,0,0,2,2
closed,biotech,Americas,NA,NA,1,0,1,1
closed,biotech,Oceania,NA,10,1,5049315,NA,NA
acquired,mobile,Americas,35,5,0,0,1,NA
acquired,software,Europe,NA,13,1,3811647,NA,3
acquired,search,Americas,NA,11,0,0,1,6
closed,software,Americas,38,29,1,7919622,1,1
acquired,software,Americas,21,4,2,3464812,2,10
closed,biotech,Americas,NA,NA,2,2970312,NA,NA
acquired,biotech,Europe,NA,NA,1,2034352,NA,NA
closed,biotech,Americas,NA,34,4,37373373,2,8
closed,hardware,Americas,NA,37,1,6019396,NA,1
acquired,web,NA,NA,3,1,0,3,3
acquired,biotech,Asia,NA,NA,1,27270213,NA,4
acquired,web,Americas,NA,7,1,247500,2,2
acquired,software,Americas,3,10,1,202012,1,2
acquired,health,Americas,NA,NA,1,3790,1,11
closed,mobile,Americas,2,3,1,0,3,2
acquired,semiconductor,Europe,NA,6,1,12869726,1,NA
acquired,other,Americas,NA,8,0,0,2,2
acquired,software,Americas,NA,NA,0,0,NA,NA
acquired,software,NA,NA,NA,0,0,NA,NA
acquired,software,Americas,33,NA,7,25957501,2,1
acquired,web,Americas,2,10,0,0,NA,1
acquired,biotech,Europe,NA,NA,1,504992,NA,1
closed,biotech,Europe,NA,13,1,813927,NA,NA
acquired,web,Americas,NA,3,1,207011,3,3
acquired,network_hosting,Europe,NA,13,1,5686483,NA,NA
closed,hardware,Americas,NA,10,1,5656022,NA,NA
acquired,biotech,Americas,NA,NA,1,247499,NA,2
acquired,software,Africa,NA,13,1,5201619,2,NA
closed,software,Asia,NA,10,2,12869794,1,2
closed,semiconductor,Asia,NA,NA,2,39085130,1,4
acquired,web,NA,NA,7,0,0,1,1
closed,biotech,NA,NA,NA,1,98970,NA,NA
acquired,software,Americas,NA,16,1,10099954,1,1
acquired,enterprise,Americas,NA,10,2,6052101,1,5
acquired,education,Americas,9,13,0,257370,1,2
acquired,ecommerce,Americas,0,11,0,0,NA,NA
ipo,cleantech,Americas,NA,NA,0,0,NA,6
acquired,software,Americas,NA,NA,0,0,NA,NA
acquired,software,Europe,NA,NA,0,0,NA,NA
acquired,mobile,Americas,NA,NA,0,0,1,2
acquired,web,Europe,71,7,1,6753766,1,6
acquired,software,Americas,178,11,3,10018586,2,7
closed,real_estate,Americas,5,2,1,0,1,1
acquired,manufacturing,Americas,NA,NA,0,0,1,2
acquired,enterprise,Americas,141,20,0,0,1,1
acquired,software,Americas,NA,17,1,100998062,3,7
closed,finance,Americas,NA,NA,1,14850016,3,4
acquired,other,Europe,NA,55,0,0,NA,2
closed,software,Americas,NA,NA,2,6683014,NA,1
acquired,mobile,Europe,NA,NA,0,0,NA,NA
acquired,consulting,Americas,NA,17,0,5050339,NA,1
closed,hardware,Americas,NA,13,1,4831356,NA,NA
acquired,NA,Americas,NA,NA,0,0,NA,NA
closed,advertising,Americas,NA,3,3,4504404,NA,NA
acquired,hardware,Americas,NA,9,2,3765823,1,2
closed,web,Americas,NA,3,2,706899,2,2
acquired,NA,NA,NA,NA,0,0,1,1
acquired,NA,Americas,NA,NA,1,20374464,1,5
acquired,network_hosting,Americas,NA,13,1,18179803,1,9
closed,hardware,Europe,4,4,2,495037,1,1
acquired,NA,NA,NA,NA,0,0,NA,3
acquired,enterprise,Americas,NA,4,2,2270247,3,5
acquired,games_video,Asia,NA,12,0,0,NA,NA
acquired,semiconductor,Americas,NA,NA,0,0,NA,2
closed,biotech,Americas,NA,4,2,10246029,NA,2
acquired,biotech,Americas,NA,15,0,0,NA,1
acquired,web,NA,20,4,0,0,3,3
acquired,NA,NA,NA,NA,1,11869,0,2
acquired,software,Europe,NA,10,2,5365708,1,7
acquired,other,Americas,70,13,2,4040122,NA,NA
acquired,software,Europe,5,4,1,151502,3,6
closed,sports,Americas,6,4,1,505001,1,4
acquired,travel,Oceania,NA,10,0,0,NA,NA
closed,mobile,NA,NA,4,1,3040,NA,NA
acquired,software,Asia,NA,12,3,13860794,NA,NA
acquired,software,Americas,NA,15,1,8635226,3,11
ipo,hardware,Americas,12116,58,0,0,3,52
acquired,hardware,Americas,NA,25,0,0,2,3
acquired,other,NA,NA,3,0,0,1,1
acquired,consulting,Americas,NA,NA,0,0,NA,1
closed,messaging,NA,NA,4,1,0,NA,NA
closed,software,Americas,24,4,1,1979751,NA,3
closed,web,Americas,NA,NA,1,1211919,2,4
acquired,software,Americas,NA,NA,1,8079689,NA,4
acquired,biotech,Americas,NA,NA,3,57419794,NA,6
acquired,web,Europe,9,3,0,0,2,6
acquired,NA,Americas,NA,NA,2,6929719,NA,2
acquired,software,NA,NA,NA,1,7070248,1,8
acquired,mobile,Europe,NA,NA,1,6906409,1,1
acquired,enterprise,Americas,104,5,0,0,2,2
closed,NA,Americas,NA,NA,2,7523951,NA,NA
acquired,web,NA,NA,NA,0,0,NA,NA
acquired,enterprise,Americas,NA,NA,0,0,1,2
acquired,enterprise,NA,NA,5,0,0,2,2
closed,software,Americas,NA,NA,2,6060012,NA,1
closed,ecommerce,Asia,10,4,2,79224,NA,2
acquired,software,Americas,13,7,2,6059938,2,6
ipo,semiconductor,Asia,NA,54,0,0,3,1
acquired,software,Americas,NA,NA,0,0,NA,NA
acquired,hardware,Americas,NA,18,0,0,1,3
acquired,advertising,Americas,10,2,2,3464952,2,2
acquired,network_hosting,NA,NA,17,1,4950031,1,1
closed,web,NA,3,NA,0,0,NA,3
acquired,web,NA,4,3,1,0,1,NA
closed,mobile,Americas,NA,NA,2,4039739,NA,NA
acquired,NA,Americas,NA,NA,1,3960035,NA,NA
acquired,software,Asia,45,7,1,4040187,NA,NA
closed,software,Americas,NA,9,1,4040256,1,1
closed,software,Americas,NA,10,2,4039720,NA,NA
closed,software,Americas,NA,12,1,4039916,NA,NA
closed,mobile,Americas,NA,13,3,19493190,NA,NA
acquired,advertising,Europe,NA,11,0,0,NA,NA
acquired,advertising,Americas,NA,NA,0,0,1,1
acquired,NA,Americas,NA,NA,1,0,NA,NA
acquired,web,NA,NA,NA,0,0,NA,NA
acquired,network_hosting,NA,NA,28,1,0,1,5
acquired,games_video,Americas,25,11,0,0,1,5
closed,ecommerce,NA,8,3,0,0,1,1
closed,software,Europe,NA,NA,1,3851031,NA,NA
acquired,NA,Americas,NA,8,1,3535014,NA,NA
closed,biotech,Americas,NA,NA,2,32174613,NA,6
acquired,other,Americas,5,4,0,0,1,7
acquired,NA,Americas,NA,7,0,0,2,3
acquired,software,Americas,NA,NA,1,25249769,NA,NA
acquired,web,NA,6,3,0,0,2,2
closed,software,Americas,NA,10,1,20789996,NA,2
acquired,software,Americas,NA,NA,1,20200084,1,7
acquired,medical,NA,NA,NA,1,9206522,NA,3
acquired,enterprise,Americas,NA,NA,0,0,NA,NA
acquired,enterprise,Americas,NA,NA,2,0,NA,NA
acquired,advertising,Americas,NA,11,0,0,NA,NA
closed,messaging,Europe,NA,15,2,2978232,NA,NA
closed,NA,Europe,NA,NA,1,1626167,1,3
closed,software,Americas,NA,3,1,16160447,NA,1
closed,software,Americas,NA,4,1,165879,NA,3
acquired,security,Asia,NA,11,1,3535033,NA,NA
closed,analytics,Americas,9,5,2,2363681,1,2
acquired,software,Americas,NA,11,1,15246595,1,3
acquired,software,Americas,NA,12,3,14503392,1,28
acquired,games_video,Europe,NA,6,0,0,1,1
closed,advertising,NA,2,4,1,3456,1,2
closed,mobile,Americas,6,4,1,0,2,2
acquired,public_relations,Americas,NA,NA,0,0,NA,NA
closed,web,Americas,NA,3,1,890924,NA,1
acquired,software,Americas,NA,NA,0,0,NA,1
closed,manufacturing,Americas,NA,NA,5,35887177,NA,1
acquired,software,Americas,NA,10,1,12868898,1,3
acquired,software,Americas,NA,NA,2,11880301,NA,5
acquired,NA,Americas,NA,NA,1,1484960,NA,3
acquired,advertising,Americas,54,5,5,6666154,3,8
closed,mobile,Americas,5,4,1,414084,NA,NA
acquired,NA,Asia,NA,17,0,0,1,1
acquired,software,Americas,NA,13,2,14899385,1,4
acquired,software,Americas,NA,14,2,9899980,NA,4
acquired,NA,NA,NA,20,0,0,1,2
acquired,software,Americas,NA,NA,2,9901923,1,14
closed,software,Americas,NA,15,1,10100362,NA,3
closed,NA,Americas,NA,NA,1,1302999,NA,NA
acquired,software,Asia,NA,11,2,3535044,0,1
acquired,software,Americas,NA,9,1,3030419,NA,NA
acquired,NA,Americas,NA,NA,1,1050465,1,1
acquired,hardware,Americas,NA,14,1,3030181,1,1
acquired,enterprise,Americas,101,6,0,0,2,1
closed,public_relations,NA,NA,6,2,156567,NA,NA
acquired,enterprise,Americas,NA,12,3,24755884,2,5
acquired,software,Americas,NA,12,1,10100029,2,12
closed,software,Americas,NA,NA,1,9595252,NA,2
closed,social,Americas,2,6,1,9899,NA,3
closed,software,Americas,NA,18,1,9089796,1,7
closed,software,Asia,NA,NA,1,1009937,NA,NA
acquired,semiconductor,Europe,NA,NA,2,9645260,1,NA
closed,software,Europe,NA,30,1,7622797,0,NA
closed,advertising,Americas,7,3,1,30316,2,8
acquired,software,Americas,NA,18,0,0,2,4
acquired,web,NA,8,8,0,0,1,4
closed,software,Americas,NA,12,2,15839632,NA,1
acquired,public_relations,Asia,72,7,0,0,2,2
acquired,web,NA,NA,NA,0,0,2,2
acquired,other,Americas,15,8,0,0,0,4
acquired,software,Americas,NA,11,2,12869758,NA,1
acquired,software,Americas,NA,4,0,0,1,1
acquired,web,Americas,NA,NA,0,0,NA,NA
acquired,consulting,Americas,NA,NA,0,0,NA,NA
ipo,consulting,Asia,NA,17,0,0,1,4
acquired,web,Americas,1,5,0,0,1,4
closed,social,NA,NA,3,1,988,1,1
closed,software,Americas,NA,NA,1,6434876,1,2
closed,software,Asia,NA,8,1,6504705,NA,2
closed,software,Americas,NA,14,1,6365265,NA,1
acquired,software,Americas,109,19,1,6464208,NA,2
acquired,semiconductor,Americas,NA,NA,0,0,NA,NA
acquired,software,Europe,NA,12,1,6362944,1,5
ipo,medical,Americas,NA,3,6,261047472,2,16
acquired,biotech,Americas,NA,30,0,0,1,11
ipo,other,Americas,NA,NA,0,0,1,4
acquired,biotech,Americas,NA,NA,2,92070829,NA,NA
closed,software,Americas,NA,9,1,9594875,1,7
closed,web,NA,7,4,1,0,1,NA
acquired,software,Americas,NA,19,1,5534328,1,1
closed,hardware,Europe,NA,14,2,2090615,1,0
acquired,software,Americas,NA,8,3,3078604,NA,NA
closed,software,Americas,NA,15,3,24392083,2,3
